,Survived,Sex,Age,SibSp,Parch,Fare,class2,class3,cabinA,cabinB,cabinC,cabinD,cabinE,cabinF,cabinG,cabinT,cherbourg,queenstown,southampton
330,1,0,29.69911764705882,2,0,23.25,0,1,0,0,0,0,0,0,0,0,0,1,0
612,1,0,29.69911764705882,1,0,15.5,0,1,0,0,0,0,0,0,0,0,0,1,0
233,1,0,5.0,4,2,31.3875,0,1,0,0,0,0,0,0,0,0,0,0,1
577,1,0,39.0,1,0,55.9,0,0,0,0,0,0,1,0,0,0,0,0,1
724,1,1,27.0,1,0,53.1,0,0,0,0,0,0,1,0,0,0,0,0,1
341,1,0,24.0,3,2,263.0,0,0,0,0,1,0,0,0,0,0,0,0,1
747,1,0,30.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,1
97,1,1,23.0,0,1,63.3583,0,0,0,0,0,1,0,0,0,0,1,0,0
700,1,0,18.0,1,0,227.525,0,0,0,0,1,0,0,0,0,0,1,0,0
151,1,0,22.0,1,0,66.6,0,0,0,0,1,0,0,0,0,0,0,0,1
291,1,0,19.0,1,0,91.0792,0,0,0,1,0,0,0,0,0,0,1,0,0
142,1,0,24.0,1,0,15.85,0,1,0,0,0,0,0,0,0,0,0,0,1
855,1,0,18.0,0,1,9.35,0,1,0,0,0,0,0,0,0,0,0,0,1
68,1,0,17.0,4,2,7.925,0,1,0,0,0,0,0,0,0,0,0,0,1
549,1,1,8.0,1,1,36.75,1,0,0,0,0,0,0,0,0,0,0,0,1
186,1,0,29.69911764705882,1,0,15.5,0,1,0,0,0,0,0,0,0,0,0,1,0
651,1,0,18.0,0,1,23.0,1,0,0,0,0,0,0,0,0,0,0,0,1
600,1,0,24.0,2,1,27.0,1,0,0,0,0,0,0,0,0,0,0,0,1
286,1,1,30.0,0,0,9.5,0,1,0,0,0,0,0,0,0,0,0,0,1
193,1,1,3.0,1,1,26.0,1,0,0,0,0,0,0,1,0,0,0,0,1
194,1,0,44.0,0,0,27.7208,0,0,0,1,0,0,0,0,0,0,1,0,0
649,1,0,23.0,0,0,7.55,0,1,0,0,0,0,0,0,0,0,0,0,1
887,1,0,19.0,0,0,30.0,0,0,0,1,0,0,0,0,0,0,0,0,1
569,1,1,32.0,0,0,7.8542,0,1,0,0,0,0,0,0,0,0,0,0,1
581,1,0,39.0,1,1,110.8833,0,0,0,0,1,0,0,0,0,0,1,0,0
754,1,0,48.0,1,2,65.0,1,0,0,0,0,0,0,0,0,0,0,0,1
381,1,0,1.0,0,2,15.7417,0,1,0,0,0,0,0,0,0,0,1,0,0
690,1,1,31.0,1,0,57.0,0,0,0,1,0,0,0,0,0,0,0,0,1
184,1,0,4.0,0,2,22.025,0,1,0,0,0,0,0,0,0,0,0,0,1
215,1,0,31.0,1,0,113.275,0,0,0,0,0,1,0,0,0,0,1,0,0
486,1,0,35.0,1,0,90.0,0,0,0,0,1,0,0,0,0,0,0,0,1
460,1,1,48.0,0,0,26.55,0,0,0,0,0,0,1,0,0,0,0,0,1
224,1,1,38.0,1,0,90.0,0,0,0,0,1,0,0,0,0,0,0,0,1
777,1,0,5.0,0,0,12.475,0,1,0,0,0,0,0,0,0,0,0,0,1
437,1,0,24.0,2,3,18.75,1,0,0,0,0,0,0,0,0,0,0,0,1
804,1,1,27.0,0,0,6.975,0,1,0,0,0,0,0,0,0,0,0,0,1
123,1,0,32.5,0,0,13.0,1,0,0,0,0,0,1,0,0,0,0,0,1
82,1,0,29.69911764705882,0,0,7.7875,0,1,0,0,0,0,0,0,0,0,0,1,0
417,1,0,18.0,0,2,13.0,1,0,0,0,0,0,0,0,0,0,0,0,1
78,1,1,0.83,0,2,29.0,1,0,0,0,0,0,0,0,0,0,0,0,1
539,1,0,22.0,0,2,49.5,0,0,0,1,0,0,0,0,0,0,1,0,0
516,1,0,34.0,0,0,10.5,1,0,0,0,0,0,0,1,0,0,0,0,1
692,1,1,29.69911764705882,0,0,56.4958,0,1,0,0,0,0,0,0,0,0,0,0,1
289,1,0,22.0,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,1,0
518,1,0,36.0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,1
429,1,1,32.0,0,0,8.05,0,1,0,0,0,0,1,0,0,0,0,0,1
879,1,0,56.0,0,1,83.1583,0,0,0,0,1,0,0,0,0,0,1,0,0
587,1,1,60.0,1,1,79.2,0,0,0,1,0,0,0,0,0,0,1,0,0
79,1,0,30.0,0,0,12.475,0,1,0,0,0,0,0,0,0,0,0,0,1
786,1,0,18.0,0,0,7.4958,0,1,0,0,0,0,0,0,0,0,0,0,1
43,1,0,3.0,1,2,41.5792,1,0,0,0,0,0,0,0,0,0,1,0,0
509,1,1,26.0,0,0,56.4958,0,1,0,0,0,0,0,0,0,0,0,0,1
259,1,0,50.0,0,1,26.0,1,0,0,0,0,0,0,0,0,0,0,0,1
274,1,0,29.69911764705882,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,1,0
774,1,0,54.0,1,3,23.0,1,0,0,0,0,0,0,0,0,0,0,0,1
288,1,1,42.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,1
829,1,0,62.0,0,0,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0
537,1,0,30.0,0,0,106.425,0,0,0,0,0,0,0,0,0,0,1,0,0
653,1,0,29.69911764705882,0,0,7.8292,0,1,0,0,0,0,0,0,0,0,0,1,0
255,1,0,29.0,0,2,15.2458,0,1,0,0,0,0,0,0,0,0,1,0,0
190,1,0,32.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,1
871,1,0,47.0,1,1,52.5542,0,0,0,0,0,1,0,0,0,0,0,0,1
742,1,0,21.0,2,2,262.375,0,0,0,1,0,0,0,0,0,0,1,0,0
765,1,0,51.0,1,0,77.9583,0,0,0,0,0,1,0,0,0,0,0,0,1
763,1,0,36.0,1,2,120.0,0,0,0,1,0,0,0,0,0,0,0,0,1
889,1,1,26.0,0,0,30.0,0,0,0,0,1,0,0,0,0,0,1,0,0
469,1,0,0.75,2,1,19.2583,0,1,0,0,0,0,0,0,0,0,1,0,0
393,1,0,23.0,1,0,113.275,0,0,0,0,0,1,0,0,0,0,1,0,0
218,1,0,32.0,0,0,76.2917,0,0,0,0,0,1,0,0,0,0,1,0,0
271,1,1,25.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1
